ax (m/s^2),ay (m/s^2),az (m/s^2)
-0.3755,1.6997,0.2091
-0.8242,1.0684,0.6669
-1.0938,0.7464,0.9724
-1.1134,0.7165,0.9495
-0.8842,0.7866,0.6205
-0.5642,0.8618,0.0775
-0.3133,0.9019,-0.4197
-0.1216,0.873,-0.784
-0.0004,0.8161,-0.8862
-0.0038,0.6942,-0.7172
-0.15,0.53,-0.353
-0.4558,0.3767,0.1455
-0.6936,0.2228,0.6908
-0.7492,0.0528,1.1036
-0.6896,-0.1487,1.3736
-0.5788,-0.3508,1.5253
-0.5532,-0.4818,1.5489
-0.6233,-0.4886,1.5302
-0.7154,-0.3731,1.4824
-0.6672,-0.2162,1.4286
-0.522,-0.0918,1.344
-0.3085,-0.0593,1.2471
-0.072,-0.104,1.1637
0.1948,-0.2257,1.0792
0.4524,-0.3762,1.01
0.7339,-0.5745,0.9074
0.931,-0.7436,0.7828
1.0355,-0.8808,0.6979
1.0071,-0.9361,0.6504
0.8837,-0.8855,0.6282
0.6578,-0.8173,0.6116
0.4337,-0.7197,0.6251
0.2202,-0.5713,0.6183
0.0476,-0.4346,0.6113
-0.0866,-0.3293,0.6003
-0.1605,-0.2198,0.5739
-0.2326,-0.1467,0.5657
-0.3109,-0.0936,0.5785
-0.3455,-0.1441,0.5526
-0.4114,-0.3028,0.5475
-0.4613,-0.5291,0.4772
-0.4618,-0.7917,0.3849
-0.4123,-1.0358,0.2637
-0.3338,-1.2231,0.1187
-0.2433,-1.3414,-0.0722
-0.0761,-1.3516,-0.3298
0.1063,-1.3411,-0.575
0.3178,-1.314,-0.805
0.5123,-1.2844,-0.9757
0.6139,-1.2091,-1.0156
0.6401,-1.1624,-0.9678
0.5716,-1.1473,-0.8073
0.4243,-1.1647,-0.5941
0.2248,-1.1603,-0.3502
0.0192,-1.1515,-0.1213
-0.1435,-1.0861,0.0482
-0.2201,-0.9903,0.1657
-0.198,-0.8644,0.1835
-0.1292,-0.7106,0.1345
0.0139,-0.6099,-0.0087
0.1491,-0.5739,-0.2236
0.2222,-0.5521,-0.4419
0.2456,-0.578,-0.5654
0.2719,-0.6279,-0.6394
0.2868,-0.6537,-0.6762
0.2596,-0.6365,-0.7117
0.2143,-0.643,-0.7129
0.1103,-0.6949,-0.6992
0.0073,-0.778,-0.6868
-0.0832,-0.8777,-0.7116
-0.2057,-0.8959,-0.7516
-0.3354,-0.782,-0.8308
-0.3724,-0.6364,-0.9299
-0.3026,-0.4781,-0.9918
-0.1399,-0.3334,-1.0094
0.0761,-0.2695,-0.9995
0.2944,-0.2584,-0.9595
0.4924,-0.2697,-0.8786
0.6423,-0.2805,-0.8223
0.7031,-0.1981,-0.8178
0.6651,-0.0806,-0.84
0.618,0.0937,-0.8979
0.5416,0.2534,-1.0183
0.5024,0.3107,-1.1402
0.4731,0.2762,-1.2702
0.4583,0.1824,-1.4154
0.5225,0.066,-1.5302
0.6039,-0.034,-1.5991
0.7098,-0.0865,-1.6148
0.7708,-0.037,-1.5933
0.8106,0.0542,-1.507
0.8414,0.1434,-1.3834
0.8282,0.2084,-1.2624
0.7922,0.1988,-1.1244
0.7686,0.1202,-0.9346
0.8233,-0.0667,-0.6454
0.9349,-0.2507,-0.338
1.1227,-0.393,-0.0419
1.2957,-0.3603,0.309
1.2018,0.0399,0.5694
0.7967,0.8038,0.724
0.255,1.693,0.8255
-0.3246,2.5179,0.8099
-0.7842,3.0813,0.7008
-1.0551,3.2179,0.5009
-1.0318,2.9191,0.3448
-0.6107,2.2944,0.4035
0.2706,1.6559,0.6048
1.3767,1.2174,0.8496
2.2717,1.0327,1.0137
2.5702,1.1164,1.0072
2.2402,1.3571,0.9363
1.5432,1.5837,0.9176
0.78,1.7257,0.9609
0.1072,1.7359,1.0545
-0.3995,1.5562,1.0847
-0.7486,1.2189,1.1709
-0.9914,0.7964,1.3155
-1.0898,0.3377,1.4197
