ax (m/s^2),ay (m/s^2),az (m/s^2)
-0.4081,-1.6973,-1.3042
-0.5859,-1.2795,-1.1845
-0.6437,-0.9716,-1.3695
-0.7878,-0.5646,-1.3782
-0.887,-0.274,-1.437
-0.9798,0.0226,-1.4282
-0.929,0.1075,-1.2651
-0.8578,0.12,-1.172
-0.659,-0.0579,-0.7775
-0.4537,-0.2711,-0.5906
-0.181,-0.55,-0.0744
-0.0414,-0.7541,-0.1296
0.0996,-0.9177,0.1945
-0.0131,-0.868,-0.2411
-0.1105,-0.7438,-0.1171
-0.2483,-0.52,-0.8254
-0.2779,-0.3973,-0.7706
-0.4382,-0.2955,-1.5989
-0.5784,-0.3175,-1.4096
-0.8157,-0.3169,-2.0896
-1.0073,-0.3454,-1.5288
-1.2349,-0.3217,-1.986
-1.3927,-0.2916,-1.2486
-1.4887,-0.2272,-1.8038
-1.396,0.0155,-0.9075
-1.1975,0.3895,-1.2219
-0.9089,0.9167,-0.2363
-0.7943,1.394,-0.8057
-0.5971,1.6858,0.0951
-0.3147,1.937,0.6793
-0.0886,2.2207,1.3853
-0.0881,2.5653,1.9054
-0.2245,2.7186,2.4125
-0.4341,2.5095,3.0304
-0.4522,2.0472,3.4628
-0.1496,1.4897,3.5739
0.3616,1.0432,3.3173
0.9541,0.7809,2.7899
1.5395,0.7404,2.1009
2.1228,0.9333,1.4164
2.681,1.284,0.8738
2.9796,1.5962,0.4914
2.7948,1.6661,0.2989
2.0389,1.4162,0.3069
1.1415,0.8766,0.4757
0.3825,0.2887,0.5796
-0.211,-0.1774,0.487
-0.5502,-0.5001,0.3049
-0.5494,-0.6285,-0.0066
-0.1787,-0.5836,-0.357
0.3235,-0.3645,-0.6759
0.7603,-0.0712,-0.8749
1.101,0.1435,-0.8695
1.1739,0.3729,-0.7622
1.1753,0.4823,-0.4307
1.1825,0.4206,0.0808
1.1272,0.2874,0.5623
1.117,0.1326,0.9155
1.1355,0.0251,1.1156
1.1216,-0.009,1.161
1.1176,-0.0273,1.0758
1.1008,-0.099,0.859
1.0168,-0.1663,0.5981
0.8657,-0.2194,0.3232
0.6834,-0.2677,0.0671
0.4695,-0.2872,-0.1464
0.2827,-0.2754,-0.2717
0.1725,-0.2827,-0.3449
0.1312,-0.3186,-0.3463
0.2073,-0.4098,-0.3233
0.3414,-0.5513,-0.3141
0.4531,-0.7243,-0.3328
0.4993,-0.8745,-0.3336
0.5456,-0.9594,-0.4061
