ax (m/s^2),ay (m/s^2),az (m/s^2)
0.6044,2.5947,0.0447
0.6416,3.2132,0.9188
0.359,3.4398,1.8714
-0.2917,3.2758,2.708
-0.9664,2.7183,3.2098
-1.4318,1.9165,3.1615
-1.7965,1.1613,2.6076
-2.2797,0.6055,1.8007
-2.673,0.3177,0.9656
-2.6582,0.1598,0.2572
-2.2914,0.1875,-0.3068
-1.8085,0.473,-0.5817
-1.3538,1.0811,-0.6205
-1.04,1.9796,-0.2702
-0.7374,3.0206,0.6303
-0.2592,3.8089,1.6446
0.3291,4.0857,2.4802
0.7094,3.8304,3.0399
0.6091,3.1553,3.2127
0.1775,2.2243,3.0609
-0.1919,1.2427,2.5137
-0.285,0.234,1.5935
-0.2289,-0.6782,0.4439
-0.2123,-1.3748,-0.6933
-0.2924,-1.7924,-1.6819
-0.4569,-1.9091,-2.344
-0.6561,-1.7558,-2.5328
-0.695,-1.4217,-2.2665
-0.6239,-1.0391,-1.7846
-0.6522,-0.6278,-1.2955
-0.8309,-0.2483,-0.8325
-1.0029,0.0893,-0.3165
-1.0493,0.3482,0.2213
-0.9337,0.518,0.7056
-0.7865,0.6218,1.0408
-0.6784,0.7284,1.2021
-0.6979,0.8328,1.2258
-0.7783,0.9084,1.1024
-0.819,0.8742,0.8201
-0.8559,0.683,0.4675
-0.8821,0.3617,0.0533
-0.9009,-0.0002,-0.385
-0.8815,-0.3757,-0.7782
-0.8102,-0.6925,-1.0425
-0.7092,-0.8973,-1.1531
-0.6126,-1.0067,-1.1603
-0.4848,-1.0164,-1.0387
-0.3115,-0.9937,-0.8223
-0.1977,-0.9202,-0.5847
-0.1358,-0.8162,-0.3152
-0.1472,-0.7255,-0.0465
-0.2097,-0.5963,0.1543
-0.3283,-0.5008,0.2477
-0.5122,-0.4414,0.243
-0.743,-0.4394,0.1248
-0.962,-0.53,-0.0704
-1.1373,-0.6766,-0.3257
-1.253,-0.8041,-0.6343
-1.2926,-0.9309,-0.9295
-1.2244,-1.0371,-1.159
-1.0588,-1.1679,-1.2933
-0.8784,-1.3519,-1.3116
-0.6889,-1.5033,-1.232
-0.5324,-1.6297,-1.1033
-0.4471,-1.7485,-0.9282
-0.3995,-1.8169,-0.7869
-0.3728,-1.8329,-0.7164
-0.386,-1.737,-0.6891
-0.4652,-1.5674,-0.7387
-0.5914,-1.3432,-0.8326
-0.7269,-1.0519,-0.9169
-0.8483,-0.7606,-0.9365
-0.922,-0.498,-0.8885
-0.8909,-0.3219,-0.8106
-0.7708,-0.3041,-0.6811
-0.6206,-0.4328,-0.5694
-0.5257,-0.6005,-0.4778
-0.4883,-0.7882,-0.4366
-0.4942,-0.9529,-0.5317
-0.5702,-1.0275,-0.7397
-0.6453,-1.0856,-1.0184
-0.7464,-1.0718,-1.3314
-0.9145,-1.0429,-1.594
-1.124,-0.9964,-1.8044
-1.2989,-0.9058,-1.9051
-1.4066,-0.7857,-1.9163
-1.3414,-0.6966,-1.8096
-1.1716,-0.6296,-1.607
-0.9489,-0.5585,-1.3455
-0.7179,-0.3998,-1.1269
-0.5444,-0.024,-0.8968
